#
# U.S. Geological Survey
# National Water Information System
# Retrieved: 2016-09-09 23:32:40 EDT      (sdww01)
#
# ---------------------WARNING---------------------
# The data you have obtained from this automated
# U.S. Geological Survey database have not received
# Director's approval and as such are provisional
# and subject to revision.  The data are released
# on the condition that neither the USGS nor the
# United States Government may be held liable for
# any damages resulting from its use.
#
# Further Descriptions of the parameter_cd column can be found at:
# http://waterdata.usgs.gov/nwis/pmcodes
# Further Descriptions of codes in the result_cd column can be found at:
# http://waterdata.usgs.gov/nwis/help?codes_help#surface_water
#
# This information includes the following fields:
#
#  agency_cd    Agency Code
#  station_nm   Station Name
#  site_no      USGS station number
#  ts_id        TimeSeries ID
#  parameter_cd Parameter Code
#  result_dt    Date that the result was taken
#  result_tz_cd Time datum
#  result_va    Current value
#  result_cd    Code to show data quality
#  result_md    Date the result was modified in the NWIS database
#
agency_cd	site_no	station_nm	ts_id	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	03026500	Sevenmile Run near Rasselas, PA	122320	00060	2016-09-09 23:15:00	EDT	2.8		2016-09-09 23:19:28
USGS	03027000	East Branch Clarion River Lake near Glen Hazel, PA	122322	62615	2016-09-09 23:15:00	EDT	1611.30		2016-09-09 23:27:35
USGS	03027000	East Branch Clarion River Lake near Glen Hazel, PA	122324	00045	2016-09-09 23:15:00	EDT	0.00		2016-09-09 23:27:35
USGS	03027000	East Branch Clarion River Lake near Glen Hazel, PA	122325	62615	2016-09-09 23:15:00	EDT	1611.36		2016-09-09 23:27:35
USGS	03027200	Weir 6 at East Branch Clarion River Dam, PA	122326	00065	2016-09-09 22:45:00	EDT	0.15		2016-09-09 22:57:45
USGS	03027400	Weir 1 at East Branch Clarion River Dam, PA	122328	00065	2016-09-09 22:45:00	EDT	27.64		2016-09-09 22:59:34
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122330	00065	2016-09-09 22:45:00	EDT	2.71		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122331	00060	2016-09-09 22:45:00	EDT	165		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122333	00010	2016-09-09 22:45:00	EDT	14.9		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122334	00065	2016-09-09 22:45:00	EDT	2.71		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122335	00095	2016-09-09 22:45:00	EDT	43		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122336	00400	2016-09-09 22:45:00	EDT	6.5		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122337	00300	2016-09-09 22:45:00	EDT	9.4		2016-09-09 22:55:33
USGS	03027500	EB Clarion River at EB Clarion River Dam, PA	122338	63680	2016-09-09 22:45:00	EDT	2.0		2016-09-09 22:55:33
USGS	03028000	West Branch Clarion River at Wilcox, PA	122339	00065	2016-09-09 22:45:00	EDT	1.36		2016-09-09 22:55:33
USGS	03028000	West Branch Clarion River at Wilcox, PA	122340	00060	2016-09-09 22:45:00	EDT	38		2016-09-09 22:55:33
USGS	03028000	West Branch Clarion River at Wilcox, PA	122342	00010	2016-09-09 22:45:00	EDT	21.3		2016-09-09 22:55:33
USGS	03028000	West Branch Clarion River at Wilcox, PA	122343	00045	2016-09-09 22:00:00	EDT	0.06		2016-09-09 22:55:33
USGS	03028500	Clarion River at Johnsonburg, PA	122344	00065	2016-09-09 22:30:00	EDT	2.03		2016-09-09 22:55:33
USGS	03028500	Clarion River at Johnsonburg, PA	122345	00060	2016-09-09 22:30:00	EDT	194		2016-09-09 22:55:33
USGS	03028500	Clarion River at Johnsonburg, PA	122347	00010	2016-09-09 22:30:00	EDT	19.4		2016-09-09 22:55:33
USGS	03028900	Elk Creek at Ridgway, PA	122348	00065	2016-06-02 09:45:00	EDT	0.26		2016-09-03 11:48:40
USGS	03029000	Clarion River at Ridgway, PA	122349	00065	2016-09-09 23:00:00	EDT	3.35		2016-09-09 23:19:28
USGS	03029000	Clarion River at Ridgway, PA	122350	00060	2016-09-09 23:00:00	EDT	281		2016-09-09 23:19:28
USGS	03029500	Clarion River at Cooksburg, PA	122351	00065	2016-09-09 23:00:00	EDT	2.77		2016-09-09 23:19:28
USGS	03029500	Clarion River at Cooksburg, PA	122352	00060	2016-09-09 23:00:00	EDT	572		2016-09-09 23:19:28
USGS	03029500	Clarion River at Cooksburg, PA	122354	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:19:28
USGS	03030500	Clarion River near Piney, PA	122355	00065	2016-09-09 22:45:00	EDT	3.48		2016-09-09 22:50:03
USGS	03030500	Clarion River near Piney, PA	122356	00065	2016-09-09 22:45:00	EDT	3.54		2016-09-09 22:50:03
USGS	03030500	Clarion River near Piney, PA	122357	00060	2016-09-09 22:45:00	EDT	879		2016-09-09 22:50:03
USGS	03030515	Clarion River at Piney, PA	122359	00065	2016-09-09 22:45:00	EDT	3.72		2016-09-09 22:53:03
USGS	03031500	Allegheny River at Parker, PA	122360	00065	2016-09-09 23:00:00	EDT	2.33		2016-09-09 23:07:24
USGS	03031500	Allegheny River at Parker, PA	122361	00060	2016-09-09 23:00:00	EDT	3970		2016-09-09 23:07:24
USGS	03031624	Sandy Lick Creek at Dubois, PA	122364	00065	2016-09-09 23:00:00	EDT	1.75		2016-09-09 23:19:28
USGS	03031624	Sandy Lick Creek at Dubois, PA	122365	70969	2016-09-09 23:00:00	EDT	12.8		2016-09-09 23:19:28
USGS	03031624	Sandy Lick Creek at Dubois, PA	122366	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:19:28
USGS	03031882	Redbank Creek at Brookville, PA	122367	00065	2016-09-09 23:00:00	EDT	6.43		2016-09-09 23:13:35
USGS	03031882	Redbank Creek at Brookville, PA	122368	00060	2016-09-09 23:00:00	EDT	134		2016-09-09 23:13:35
USGS	03031882	Redbank Creek at Brookville, PA	122369	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:13:35
USGS	03032500	Redbank Creek at St. Charles, PA	122371	00065	2016-09-09 23:15:00	EDT	3.66		2016-09-09 23:19:28
USGS	03032500	Redbank Creek at St. Charles, PA	122372	00060	2016-09-09 23:15:00	EDT	448		2016-09-09 23:19:28
USGS	03033000	Allegheny River near Rimer, PA	122374	00065	2016-09-09 23:00:00	EDT	10.53		2016-09-09 23:13:35
USGS	03033000	Allegheny River near Rimer, PA	122375	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:13:35
USGS	03033001	Allegheny River (lower pool) near Rimer, PA	122378	00065	2016-09-09 23:00:00	EDT	9.39		2016-09-09 23:13:35
USGS	03033215	Stump Creek at Sykesville, PA	122380	00065	2016-06-21 10:09:00	EDT	1.69		2016-09-03 12:12:43
USGS	03033289	Mahoning Creek at Big Run, PA	122381	00065	2016-06-21 09:12:00	EDT	1.71		2016-09-03 12:14:37
USGS	03034000	Mahoning Creek at Punxsutawney, PA	122382	00065	2016-09-09 22:45:00	EDT	2.26		2016-09-09 22:57:45
USGS	03034000	Mahoning Creek at Punxsutawney, PA	122383	00060	2016-09-09 22:45:00	EDT	260		2016-09-09 22:57:45
USGS	03034000	Mahoning Creek at Punxsutawney, PA	122385	00010	2016-09-09 22:45:00	EDT	21.0		2016-09-09 22:57:45
USGS	03034000	Mahoning Creek at Punxsutawney, PA	122386	00095	2016-09-09 22:45:00	EDT	248		2016-09-09 22:57:45
USGS	03034000	Mahoning Creek at Punxsutawney, PA	122387	00300	2016-09-09 07:30:00	EDT	7.0		2016-09-09 22:57:45
USGS	03034000	Mahoning Creek at Punxsutawney, PA	122388	00400	2016-09-09 22:45:00	EDT	7.1		2016-09-09 22:57:45
USGS	03034500	Little Mahoning Creek at McCormick, PA	122389	00065	2016-09-09 23:15:00	EDT	4.02		2016-09-09 23:19:28
USGS	03034500	Little Mahoning Creek at McCormick, PA	122390	00060	2016-09-09 23:15:00	EDT	452		2016-09-09 23:19:28
USGS	03034500	Little Mahoning Creek at McCormick, PA	122392	00010	2016-09-09 23:15:00	EDT	20.2		2016-09-09 23:19:28
USGS	03035500	Mahoning Creek Reservoir at Mahoning Creek Dam, PA	122393	62615	2016-09-09 22:45:00	EDT	1107.11		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122396	00065	2016-09-09 22:45:00	EDT	2.67		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122397	00060	2016-09-09 22:45:00	EDT	327		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122399	00025	2016-09-09 22:45:00	EDT	736		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122400	00010	2016-09-09 22:45:00	EDT	23.8		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122401	00095	2016-09-09 22:45:00	EDT	368		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122402	00400	2016-09-09 22:45:00	EDT	7.6		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122403	00300	2016-09-09 22:45:00	EDT	8.0		2016-09-09 22:57:45
USGS	03036000	Mahoning Creek at Mahoning Creek Dam, PA	122404	00047	2016-09-09 22:45:00	EDT	760		2016-09-09 22:57:45
USGS	03036150	Allegheny River at Lock & Dam 8 nr Templeton, PA	122406	00065	2016-09-09 22:45:00	EDT	9.40		2016-09-09 22:53:03
USGS	03036151	Allegheny R at L&D 8 (lower pool) nr Templeton, PA	122408	00065	2016-09-09 22:45:00	EDT	10.55		2016-09-09 22:53:03
USGS	03036500	Allegheny River at Kittanning, PA	122412	00065	2016-09-09 23:00:00	EDT	10.57		2016-09-09 23:09:24
USGS	03036500	Allegheny River at Kittanning, PA	122413	00060	2016-09-09 23:00:00	EDT	6080		2016-09-09 23:09:24
USGS	03036500	Allegheny River at Kittanning, PA	122415	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:09:24
USGS	03036501	Allegheny River (lower pool) at Kittanning, PA	122419	00065	2016-09-09 23:00:00	EDT	10.66		2016-09-09 23:09:24
USGS	03038000	Crooked Creek at Idaho, PA	122421	00065	2016-09-09 22:30:00	EDT	4.96		2016-09-09 22:39:23
USGS	03038000	Crooked Creek at Idaho, PA	122422	00060	2016-09-09 22:30:00	EDT	1300		2016-09-09 22:39:23
USGS	03038000	Crooked Creek at Idaho, PA	122424	00010	2016-09-09 22:30:00	EDT	20.8		2016-09-09 22:39:23
USGS	03038500	Crooked Creek Lake near Ford City, PA	122425	62615	2016-09-09 22:45:00	EDT	849.87		2016-09-09 22:55:33
USGS	03038500	Crooked Creek Lake near Ford City, PA	122427	00045	2016-09-09 22:45:00	EDT	0.01		2016-09-09 22:55:33
USGS	03038500	Crooked Creek Lake near Ford City, PA	122428	62615	2016-09-09 22:45:00	EDT	849.93		2016-09-09 22:55:33
USGS	03039000	Crooked Creek at Crooked Creek Dam near Ford City	122429	00065	2016-09-09 22:45:00	EDT	2.85		2016-09-09 22:57:45
USGS	03039000	Crooked Creek at Crooked Creek Dam near Ford City	122430	00060	2016-09-09 22:45:00	EDT	708		2016-09-09 22:57:45
USGS	03039000	Crooked Creek at Crooked Creek Dam near Ford City	122432	00010	2016-09-09 22:45:00	EDT	22.5		2016-09-09 22:57:45
USGS	03039035	Allegheny River at Lock & Dam 6 at Clinton, PA	122433	00065	2016-09-09 23:00:00	EDT	10.25		2016-09-09 23:21:26
USGS	03039035	Allegheny River at Lock & Dam 6 at Clinton, PA	122436	00010	2016-09-09 23:15:00	EDT	25.2		2016-09-09 23:21:26
USGS	03039035	Allegheny River at Lock & Dam 6 at Clinton, PA	122437	00300	2016-09-09 23:15:00	EDT	7.0		2016-09-09 23:21:26
USGS	03039036	Allegheny River below Lock & Dam 6 at Clinton, PA	122438	00065	2016-09-09 23:00:00	EDT	9.86		2016-09-09 23:21:26
USGS	03039036	Allegheny River below Lock & Dam 6 at Clinton, PA	122440	00010	2016-09-09 23:15:00	EDT	25.2		2016-09-09 23:21:26
USGS	03039036	Allegheny River below Lock & Dam 6 at Clinton, PA	122441	00300	2016-09-09 23:15:00	EDT	7.2		2016-09-09 23:21:26
USGS	03039040	Allegheny River at Lock & Dam 5 near Freeport, PA	122443	00065	2016-09-09 22:30:00	EDT	9.92		2016-09-09 23:21:26
USGS	03039040	Allegheny River at Lock & Dam 5 near Freeport, PA	122446	00010	2016-09-09 23:15:00	EDT	25.8		2016-09-09 23:21:26
USGS	03039040	Allegheny River at Lock & Dam 5 near Freeport, PA	122447	00300	2016-09-09 23:15:00	EDT	7.0		2016-09-09 23:21:26
USGS	03039041	Allegheny River bl Lock & Dam 5 near Freeport, PA	122449	00065	2016-09-09 22:30:00	EDT	11.15		2016-09-09 23:21:26
USGS	03039041	Allegheny River bl Lock & Dam 5 near Freeport, PA	122451	00010	2016-09-09 23:15:00	EDT	25.8		2016-09-09 23:21:26
USGS	03039041	Allegheny River bl Lock & Dam 5 near Freeport, PA	122452	00300	2016-09-09 23:15:00	EDT	7.2		2016-09-09 23:21:26
USGS	03039041	Allegheny River bl Lock & Dam 5 near Freeport, PA	122453	00095	2016-09-09 23:15:00	EDT	258		2016-09-09 23:21:26
USGS	03040000	Stonycreek River at Ferndale, PA	122455	00065	2016-09-09 23:15:00	EDT	3.09		2016-09-09 23:21:12
USGS	03040000	Stonycreek River at Ferndale, PA	122456	00060	2016-09-09 23:15:00	EDT	419		2016-09-09 23:21:12
USGS	03040050	Trout Run at Portage, PA	122458	00065	2016-07-28 08:15:00	EDT	1.82		2016-09-03 12:52:35
USGS	03040100	Little Conemaugh River at Wilmore, PA	122459	00065	2016-07-19 14:00:00	EDT	0.68		2016-09-03 12:54:53
USGS	03041000	Little Conemaugh River at East Conemaugh, PA	122460	00065	2016-09-09 22:45:00	EDT	7.76		2016-09-09 22:53:03
USGS	03041000	Little Conemaugh River at East Conemaugh, PA	122461	00060	2016-09-09 22:45:00	EDT	69		2016-09-09 22:53:03
USGS	03041029	Conemaugh River at Minersville, PA	122463	00065	2016-09-09 23:15:00	EDT	2.20		2016-09-09 23:23:24
USGS	03041029	Conemaugh River at Minersville, PA	122464	00060	2016-09-09 23:15:00	EDT	565		2016-09-09 23:23:24
USGS	03041500	Conemaugh River at Seward, PA	122466	00010	2016-09-09 22:45:00	EDT	21.6		2016-09-09 22:57:55
USGS	03041500	Conemaugh River at Seward, PA	122467	00065	2016-09-09 22:45:00	EDT	2.75		2016-09-09 22:57:55
USGS	03041500	Conemaugh River at Seward, PA	122468	00060	2016-09-09 22:45:00	EDT	783		2016-09-09 22:57:55
USGS	03041500	Conemaugh River at Seward, PA	122470	00045	2016-09-09 22:45:00	EDT	0.00		2016-09-09 22:57:55
USGS	03042000	Blacklick Creek at Josephine, PA	122471	00060	2016-09-09 22:45:00	EDT	75		2016-09-09 22:59:34
USGS	03042000	Blacklick Creek at Josephine, PA	122472	00065	2016-09-09 22:45:00	EDT	3.11		2016-09-09 22:59:34
USGS	03042000	Blacklick Creek at Josephine, PA	122474	00010	2016-09-09 22:45:00	EDT	24.2		2016-09-09 22:59:34
USGS	03042280	Yellow Creek near Homer City, PA	122475	00065	2016-09-09 23:15:00	EDT	1.82		2016-09-09 23:23:24
USGS	03042280	Yellow Creek near Homer City, PA	122477	00060	2016-09-09 23:15:00	EDT	31		2016-09-09 23:23:24
USGS	03042500	Two Lick Creek at Graceton, PA	122479	00060	2016-09-09 22:45:00	EDT	183		2016-09-09 22:53:03
USGS	03042500	Two Lick Creek at Graceton, PA	122480	00065	2016-09-09 22:45:00	EDT	2.76		2016-09-09 22:53:03
USGS	03043500	Conemaugh Lake	122482	62615	2016-09-09 23:15:00	EDT	904.07		2016-09-09 23:23:24
USGS	03043500	Conemaugh Lake	122483	00045	2016-09-09 23:15:00	EDT	0.03		2016-09-09 23:23:24
USGS	03043500	Conemaugh Lake	122484	62615	2016-09-09 23:15:00	EDT	904.06		2016-09-09 23:23:24
USGS	03043810	Conemaugh River below Conemaugh Dam, PA	122485	00010	2016-09-09 23:15:00	EDT	24.3		2016-09-09 23:23:24
USGS	03043810	Conemaugh River below Conemaugh Dam, PA	122486	00400	2016-09-09 23:15:00	EDT	7.6		2016-09-09 23:23:24
USGS	03043810	Conemaugh River below Conemaugh Dam, PA	122487	00095	2016-09-09 23:15:00	EDT	711		2016-09-09 23:23:24
USGS	03044000	Conemaugh River at Tunnelton, PA	122489	00065	2016-09-09 23:15:00	EDT	3.22		2016-09-09 23:23:24
USGS	03044000	Conemaugh River at Tunnelton, PA	122490	00060	2016-09-09 23:15:00	EDT	787		2016-09-09 23:23:24
USGS	03044000	Conemaugh River at Tunnelton, PA	122492	00010	2016-09-09 23:15:00	EDT	24.7		2016-09-09 23:23:24
USGS	03044000	Conemaugh River at Tunnelton, PA	122493	00095	2016-09-09 23:15:00	EDT	606		2016-09-09 23:23:24
USGS	03044810	Linn Run at Linn Run State Park near Rector, PA	122494	00065	2016-09-09 22:30:00	EDT	1.76		2016-09-09 22:41:44
USGS	03044810	Linn Run at Linn Run State Park near Rector, PA	122495	00060	2016-09-09 22:30:00	EDT	1.3		2016-09-09 22:41:44
USGS	03045000	Loyalhanna Creek at Kingston, PA	122497	00065	2016-09-09 22:45:00	EDT	1.84		2016-09-09 22:57:55
USGS	03045000	Loyalhanna Creek at Kingston, PA	122498	00060	2016-09-09 22:45:00	EDT	46		2016-09-09 22:57:55
USGS	03045010	Loyalhanna Creek at Latrobe, PA	122500	00065	2016-09-09 22:45:00	EDT	5.96		2016-09-09 22:53:03
USGS	03045010	Loyalhanna Creek at Latrobe, PA	122502	00010	2016-09-09 22:45:00	EDT	23.7		2016-09-09 22:53:03
USGS	03046500	Loyalhanna Creek Lake, PA	122503	62615	2016-09-09 23:00:00	EDT	922.73		2016-09-09 23:27:35
USGS	03046500	Loyalhanna Creek Lake, PA	122504	00054	2015-11-09 08:00:00	EST	2840		2016-09-03 13:20:41
USGS	03046500	Loyalhanna Creek Lake, PA	122505	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:27:35
USGS	03046500	Loyalhanna Creek Lake, PA	122507	62615	2016-09-09 23:00:00	EDT	922.72		2016-09-09 23:27:35
USGS	03047000	Loyalhanna Creek at Loyalhanna Dam, PA	122509	00065	2016-09-09 22:45:00	EDT	0.78		2016-09-09 22:57:55
USGS	03047000	Loyalhanna Creek at Loyalhanna Dam, PA	122510	00060	2016-09-09 22:45:00	EDT	87		2016-09-09 22:57:55
USGS	03047000	Loyalhanna Creek at Loyalhanna Dam, PA	122512	00010	2016-09-09 22:45:00	EDT	22.5		2016-09-09 22:57:55
USGS	03048500	Kiskiminetas River at Vandergrift, PA	122513	00065	2016-09-09 23:00:00	EDT	3.87		2016-09-09 23:07:24
USGS	03048500	Kiskiminetas River at Vandergrift, PA	122514	00060	2016-09-09 23:00:00	EDT	969		2016-09-09 23:07:24
USGS	03048500	Kiskiminetas River at Vandergrift, PA	122516	00065	2016-09-09 23:00:00	EDT	3.87		2016-09-09 23:07:24
USGS	03048500	Kiskiminetas River at Vandergrift, PA	122517	00045	2016-09-09 23:00:00	EDT	0.00		2016-09-09 23:07:24
USGS	03048900	Buffalo Creek at Iron Bridge, PA	122518	00060	2016-09-09 22:30:00	EDT	238		2016-09-09 22:48:30
USGS	03048900	Buffalo Creek at Iron Bridge, PA	122519	00065	2016-09-09 22:30:00	EDT	4.77		2016-09-09 22:48:30
USGS	03049000	Buffalo Creek near Freeport, PA	122521	00065	2016-09-09 23:00:00	EDT	2.12		2016-09-09 23:07:24
USGS	03049000	Buffalo Creek near Freeport, PA	122522	00060	2016-09-09 23:00:00	EDT	247		2016-09-09 23:07:24
USGS	03049500	Allegheny River at Natrona, PA	122524	00065	2016-09-09 23:15:00	EDT	11.08		2016-09-09 23:23:24
USGS	03049500	Allegheny River at Natrona, PA	122525	00060	2016-09-09 23:15:00	EDT	8840		2016-09-09 23:23:24
USGS	03049500	Allegheny River at Natrona, PA	122527	00045	2016-09-09 23:15:00	EDT	0.00		2016-09-09 23:23:24
USGS	03049501	Allegheny River (lower pool) at Natrona, PA	122529	00065	2016-09-09 23:15:00	EDT	10.76		2016-09-09 23:23:24
USGS	03049640	Allegheny R at CW Bill Young L&D  at Acmetonia, PA	122531	00010	2016-09-09 22:45:00	EDT	25.6		2016-09-09 22:59:34
USGS	03049640	Allegheny R at CW Bill Young L&D  at Acmetonia, PA	122532	00400	2016-09-09 22:45:00	EDT	7.6		2016-09-09 22:59:34
USGS	03049640	Allegheny R at CW Bill Young L&D  at Acmetonia, PA	122533	00095	2016-09-09 22:45:00	EDT	323		2016-09-09 22:59:34
USGS	03049640	Allegheny R at CW Bill Young L&D  at Acmetonia, PA	122534	00300	2016-09-09 22:45:00	EDT	6.6		2016-09-09 22:59:34
USGS	03049640	Allegheny R at CW Bill Young L&D  at Acmetonia, PA	122535	00065	2016-09-09 22:45:00	EDT	10.60		2016-09-09 22:59:34
USGS	03049641	Allegheny R at CW Bill Young (lower) Acmetonia, PA	122536	00065	2016-09-09 23:15:00	EDT	11.07		2016-09-09 23:23:24
USGS	03049680	Allegheny R at Lock & Dam 2 at Aspinwall, PA	122538	00065	2016-09-09 22:30:00	EDT	10.74		2016-09-09 22:49:07
USGS	03049681	Allegheny R at L&D 2 (lower pool) at Aspinwall, PA	122541	00065	2016-09-09 22:30:00	EDT	16.75		2016-09-09 22:49:07
USGS	03049800	Little Pine Creek near Etna, PA	122543	00065	2016-09-09 22:45:00	EDT	2.33		2016-09-09 22:57:55
USGS	03049800	Little Pine Creek near Etna, PA	122544	00060	2016-09-09 22:45:00	EDT	5.2		2016-09-09 22:57:55
USGS	03049807	Pine Creek at Grant Avenue at Etna, PA	122546	00065	2016-09-09 22:30:00	EDT	5.06		2016-09-09 22:37:36
USGS	03049819	Girtys Run above Grant Avenue at Millvale, PA	122548	00065	2016-09-09 22:30:00	EDT	2.31		2016-09-09 22:37:36
USGS	03049930	ELKWATER FORK NEAR SPANGLER, WV	160340	00065	2016-09-09 23:00:00	EDT	97.02		2016-09-09 23:17:02
USGS	03050000	TYGART VALLEY RIVER NEAR DAILEY, WV	160343	00060	2016-09-09 23:00:00	EDT	5.6		2016-09-09 23:07:24
USGS	03050000	TYGART VALLEY RIVER NEAR DAILEY, WV	160344	00045	2016-09-09 23:00:00	EDT	Eqp		2016-09-09 23:07:24
USGS	03050000	TYGART VALLEY RIVER NEAR DAILEY, WV	160347	00065	2016-09-09 23:00:00	EDT	0.48		2016-09-09 23:07:24
USGS	03050350	TYGART VALLEY R BELOW INLET WORKS, ELKINS, WV	160348	00065	2016-09-09 23:00:00	EDT	4.39		2016-09-09 23:23:24
USGS	03050450	TYGART VALLEY R ABOVE OUTLET WORKS, ELKINS, WV	160349	00065	2016-09-09 23:00:00	EDT	7.81		2016-09-09 23:23:24
USGS	03050460	TYGART VALLEY R BELOW OUTLET WORKS, ELKINS, WV	160350	00065	2016-09-09 23:00:00	EDT	8.04		2016-09-09 23:23:24
USGS	03050500	TYGART VALLEY RIVER NEAR ELKINS, WV	160351	00065	2016-09-09 22:30:00	EDT	1.17		2016-09-09 22:53:31
USGS	03050500	TYGART VALLEY RIVER NEAR ELKINS, WV	160352	00045	2016-09-09 22:30:00	EDT	0.00		2016-09-09 22:53:31
USGS	03051000	TYGART VALLEY RIVER AT BELINGTON, WV	160355	00060	2016-09-09 22:30:00	EDT	12		2016-09-09 22:53:31
USGS	03051000	TYGART VALLEY RIVER AT BELINGTON, WV	160356	00065	2016-09-09 22:30:00	EDT	2.17		2016-09-09 22:53:31
USGS	03051000	TYGART VALLEY RIVER AT BELINGTON, WV	160357	00045	2016-09-09 22:30:00	EDT	0.00		2016-09-09 22:53:31
USGS	03052000	MIDDLE FORK RIVER AT AUDRA, WV	160360	00060	2016-09-09 22:30:00	EDT	7.6		2016-09-09 22:53:31
USGS	03052000	MIDDLE FORK RIVER AT AUDRA, WV	160361	00065	2016-09-09 22:30:00	EDT	1.50		2016-09-09 22:53:31
USGS	03052000	MIDDLE FORK RIVER AT AUDRA, WV	160364	00045	2016-09-09 22:30:00	EDT	0.00		2016-09-09 22:53:31
USGS	03052120	BUCKHANNON RIVER AT ALTON, WV	160365	00065	2016-09-09 23:15:00	EDT	4.63		2016-09-09 23:23:24
USGS	03052120	BUCKHANNON RIVER AT ALTON, WV	160368	00060	2016-09-09 23:15:00	EDT	7.7		2016-09-09 23:23:24
USGS	03052450	BUCKHANNON R AT BUCKHANNON, WV	160369	00065	2016-09-09 22:45:00	EDT	3.60		2016-09-09 22:53:31
USGS	03052450	BUCKHANNON R AT BUCKHANNON, WV	160370	00045	2016-09-09 22:45:00	EDT	0.00		2016-09-09 22:53:31
USGS	03052500	SAND RUN NEAR BUCKHANNON, WV	160373	00060	2016-09-09 23:00:00	EDT	1.2		2016-09-09 23:17:02
USGS	03052500	SAND RUN NEAR BUCKHANNON, WV	160374	00065	2016-09-09 23:00:00	EDT	1.48		2016-09-09 23:17:02
USGS	03053500	BUCKHANNON RIVER AT HALL, WV	160377	00060	2016-09-09 22:45:00	EDT	13		2016-09-09 22:53:31
USGS	03053500	BUCKHANNON RIVER AT HALL, WV	160378	00065	2016-09-09 22:45:00	EDT	3.84		2016-09-09 22:53:31
USGS	03054500	TYGART VALLEY RIVER AT PHILIPPI, WV	160381	00060	2016-09-09 23:00:00	EDT	40		2016-09-09 23:07:24
USGS	03054500	TYGART VALLEY RIVER AT PHILIPPI, WV	160382	00065	2016-09-09 23:00:00	EDT	3.05		2016-09-09 23:07:24
USGS	03054500	TYGART VALLEY RIVER AT PHILIPPI, WV	160383	00045	2016-09-09 23:00:00	EDT	Eqp		2016-09-09 23:07:24
USGS	03054500	TYGART VALLEY RIVER AT PHILIPPI, WV	160384	00011	2016-09-09 23:00:00	EDT	79.3		2016-09-09 23:07:24
USGS	03055500	TYGART LAKE NR GRAFTON, WV	160387	62614	2016-09-09 23:15:00	EDT	1084.89		2016-09-09 23:25:24
USGS	03055500	TYGART LAKE NR GRAFTON, WV	160388	00045	2016-09-09 23:15:00	EDT	0.00		2016-09-09 23:25:24
USGS	03056000	TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV	160391	00060	2016-09-09 23:15:00	EDT	808		2016-09-09 23:25:24
USGS	03056000	TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV	160392	00065	2016-09-09 23:15:00	EDT	5.88		2016-09-09 23:25:24
USGS	03056000	TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV	160393	00060	2016-09-09 23:00:00	EDT	983		2016-09-09 23:25:24
USGS	03056000	TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV	160394	00010	2016-09-09 23:15:00	EDT	22.9		2016-09-09 23:25:24
USGS	03056250	THREE FORK CREEK NR GRAFTON, WV	160401	00060	2016-09-09 22:30:00	EDT	9.3		2016-09-09 22:53:31
USGS	03056250	THREE FORK CREEK NR GRAFTON, WV	160402	00065	2016-09-09 22:30:00	EDT	2.33		2016-09-09 22:53:31
USGS	03056250	THREE FORK CREEK NR GRAFTON, WV	160403	00045	2016-09-09 22:30:00	EDT	0.00		2016-09-09 22:53:31
USGS	03057000	TYGART VALLEY RIVER AT COLFAX, WV	160406	00060	2016-09-09 23:15:00	EDT	929		2016-09-09 23:25:24
USGS	03057000	TYGART VALLEY RIVER AT COLFAX, WV	160407	00065	2016-09-09 23:15:00	EDT	4.58		2016-09-09 23:25:24
USGS	03057000	TYGART VALLEY RIVER AT COLFAX, WV	160408	00010	2016-09-09 23:15:00	EDT	23.7		2016-09-09 23:25:24
